Message,Category,gtrans_el
Subscribe to me i subscribe back Plus i have a nice ass lol,1,Εγγραφείτε σε εμένα i subscribe πίσω Plus έχω ένα ωραίο κώλο lol
Please give us a chance and check out the new music video on our channel You will not be disappointed.,1,Δώστε μας μια ευκαιρία και δείτε το νέο μουσικό βίντεο στο κανάλι μας Δεν θα απογοητευτείτε.
Please subscribe to me,1,Παρακαλώ εγγραφείτε σε εμένα
"This is the best, funny and viral video of history youtube THE TRUE",0,"Αυτό είναι το καλύτερο, αστείο και viral βίντεο της ιστορίας στο youtube THE TRUE"
Please check out my vidios,1,Παρακαλώ δείτε τα βίντεό μου
OPPA GANGNAM STYLE,0,OPPA GANGNAM STYLE
"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon 2 BILLION views BS",0,Το αστείο είναι ότι 1.700.000.000 από τις προβολές είναι spam bots. Εννοώ έλα 2 ΔΙΣ. προβολές BS
OPPA lt 3,0,ΟΠΠΑ lt 3
It is so funny it is awesomeness lol aaaaaaa sexy lada,0,Είναι τόσο αστείο που είναι φοβερό lol aaaaaaa σέξι lada
most viewed video in the world,0,βίντεο με τις περισσότερες προβολές στον κόσμο
I am here to check the views.. holy shit,0,Είμαι εδώ για να τσεκάρω τις απόψεις.. ιερό σκατά
"Dear person reading this, You are beautiful and loving Have a great day",0,"Αγαπητέ άτομο που διαβάζει αυτό, Είσαι όμορφη και αγαπημένη Να έχεις μια υπέροχη μέρα"
Link CLICK Link Link Link Link Link Link,1,Σύνδεσμος ΚΛΙΚ Σύνδεσμος Σύνδεσμος Σύνδεσμος Σύνδεσμος Σύνδεσμος
Have you tried a new social network TSU This new social network has a special thing.You can share the posts as well as on fb and twitter and even to'll get paid You can registr here Link,1,Έχετε δοκιμάσει ένα νέο κοινωνικό δίκτυο TSU Αυτό το νέο κοινωνικό δίκτυο έχει ένα ιδιαίτερο πράγμα. Μπορείτε να μοιραστείτε τις αναρτήσεις καθώς και στο fb και στο twitter και ακόμη και να πληρωθείτε Μπορείτε να εγγραφείτε εδώ Σύνδεσμος
The Guy in the yellow suit kind of looks like Jae suk,0,Ο τύπος με το κίτρινο κοστούμι μοιάζει κάπως με τον Τζάε Σουκ
"People, here is a new network like FB...you register also free, the difference is only that you get paid for sharing, commenting and liking posts and so one...do not waste your time on fb for sharing and not being paid Register here to make also money with your everyday posts Link Wellcome to everyone",1,"Άνθρωποι, εδώ είναι ένα νέο δίκτυο όπως το FB...εγγραφείτε επίσης δωρεάν, η διαφορά είναι μόνο ότι πληρώνεστε για κοινή χρήση, σχολιασμό και συμπάθεια αναρτήσεων και έτσι ένα...μην σπαταλάτε το χρόνο σας στο fb για να μοιράζεστε και να μην είστε επί πληρωμή Εγγραφείτε εδώ για να κερδίσετε χρήματα με τις καθημερινές σας αναρτήσεις Συνδέστε Καλώς ορίσατε σε όλους"
How are there 2 billion views and there is only 2 million people in the world MULTIPLE ACCOUNTS 1111,0,Πώς υπάρχουν 2 δισεκατομμύρια προβολές και υπάρχουν μόνο 2 εκατομμύρια άνθρωποι στον κόσμο ΠΟΛΛΑΠΛΟΙ ΛΟΓΑΡΙΑΣΜΟΙ 1111
WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE,0,WAT DA FUCK ΑΥΤΟ ΤΟ ΒΙΝΤΕΟ με τις περισσότερες προβολές στο YOUTUBE
OMG 2 7 People watched this video because there are 7 billion people in the world and 2 billion watched this,0,OMG 2 7 άνθρωποι παρακολούθησαν αυτό το βίντεο επειδή υπάρχουν 7 δισεκατομμύρια άνθρωποι στον κόσμο και 2 δισεκατομμύρια το παρακολούθησαν
What is he saying,0,Τι λέει
this has so many views,0,αυτό έχει τόσες πολλές απόψεις
OMG over 2 billion views,0,OMG πάνω από 2 δισεκατομμύρια προβολές
Subscribe to me plz plz plz plz plz plZ,1,Εγγραφείτε σε εμένα plz plz plz plz plz plZ
Link Follow him on twitch and enter the keyword 5800 and you will have a chance of winning a really nice and expensive gun for csgo that you can sell on the steam market,1,Σύνδεσμος Ακολουθήστε τον στο twitch και πληκτρολογήστε τη λέξη-κλειδί 5800 και θα έχετε την ευκαιρία να κερδίσετε ένα πολύ ωραίο και ακριβό όπλο για το csgo που μπορείτε να πουλήσετε στην αγορά ατμού
"i am 2,126,492,636 viewer D",0,Είμαι 2.126.492.636 θεατές D
Link get money here,1,Σύνδεσμος λάβετε χρήματα εδώ
Fantastic,0,Φανταστικός
The population of world is more than 7 billion,0,Ο πληθυσμός του κόσμου είναι πάνω από 7 δισεκατομμύρια
2.126.521.750 views,0,2.126.521.750 προβολές
Wow 23 min ago,0,Ουάου πριν από 23 λεπτά
SUPER,0,ΣΟΥΠΕΡ
P E A C E amp L O V E,0,P E A C E amp L O V E
How can this music video get 2 billion views while i am the only one watching here on earth lol,0,Πώς μπορεί αυτό το μουσικό βίντεο να έχει 2 δισεκατομμύρια προβολές ενώ είμαι ο μόνος που παρακολουθώ εδώ στη γη lol
Please friend read my book and repass Link,1,Παρακαλώ φίλος διαβάστε το βιβλίο μου και ξαναπεράστε τον σύνδεσμο
subscribe to me,1,εγγραφείτε σε εμένα
Still the best. D,0,Ακόμα ο καλύτερος. ρε
The most liked video on YouTube...,0,Το βίντεο με τα περισσότερα like στο YouTube...
Still watching this 2 years later,0,Ακόμα το παρακολουθώ 2 χρόνια μετά
"Hello I am kind of new to Youtube, And soon i am soon going to be making Launchpad Video's D I would really appreciate if i got some subs before i started so that people can spot me easily I do not really care about hate comments so do not bother",1,"Γεια, είμαι κάπως νέος στο Youtube, και σύντομα θα κάνω το Launchpad Video's D, θα το εκτιμούσα πολύ αν είχα μερικούς συνδρομητές πριν ξεκινήσω, ώστε οι άνθρωποι να μπορούν να με εντοπίζουν εύκολα. Δεν με ενδιαφέρουν πραγματικά τα σχόλια μίσους, οπότε μην το κάνετε ενόχληση"
"Lol...I do not know how this joke gets a lot of likes, but whatever. xD",0,"Lol...δεν ξέρω πώς αυτό το αστείο παίρνει πολλά likes, αλλά όπως και να 'χει. XD"
2 Billion Views For This Piece Of Shit... A R E Y O YOU K I D D I N G M E,0,2 δισεκατομμύρια προβολές για αυτό το κομμάτι... A R E YOU K I D D I N G
GANGMAN STY D D D D D D DROP THE BASS,0,GANGNAM STYLE DDDD ΠΕΣΤΕ ΤΟ ΜΠΑΣΟ
Will this song ever reach 7 Billion Views,0,Αυτό το τραγούδι θα φτάσει ποτέ τις 7 δισεκατομμύρια προβολές;
"I Am a RAPPER SONGWRITER, check my video PLEASE..also subscribe for more thanks tell me what you think.",1,"Είμαι τραγουδοποιός ΡΑΠΕΡ, ελέγξτε το βίντεό μου ΠΑΡΑΚΑΛΩ.. επίσης εγγραφείτε για περισσότερα, ευχαριστώ πείτε μου τη γνώμη σας."
"Hello all 29.24 earth population of the world, hope your having a great day",0,"Γεια σε όλους τους 29,24 πληθυσμούς της γης, ελπίζουμε να περάσετε μια υπέροχη μέρα"
Is this the video that started the whole got my dick stuck in an elevator excuse thing,0,Αυτό είναι το βίντεο που ξεκίνησε το όλο μου κόλλησε το πουλί σε μια δικαιολογία για το ασανσέρ
Can anyone sub to my channel D,1,Μπορεί κάποιος να κάνει εγγραφή στο κανάλι μου D
prehistoric song..has been,0,προϊστορικό τραγούδι..έχει
You think you are smart Headbutt your face.,0,Νομίζεις ότι είσαι έξυπνος Κόψε το κεφάλι σου.
DISLIKE.. Now one knows REAL music ex. Enimen,0,DISLIKE.. Τώρα ξέρει κανείς ότι είναι ΠΡΑΓΜΑΤΙΚΗ μουσική. Eminem
Loool nice song funny how no one understands me and we love it,0,Ωραίο τραγούδι αστείο πόσο δεν με καταλαβαίνει κανείς και μας αρέσει
Like if you came here too see how many views this song has.,0,Κάντε like αν ήρθατε εδώ για να δείτε πόσες προβολές έχει αυτό το τραγούδι.
We pray for you Little Psy,0,Προσευχόμαστε για σένα Μικρή Ψυχή
"''Little Psy, only 5 months left.. Tumor in the head WE WILL MISS YOU lt 3",0,"''Little Psy, μόνο 5 μήνες έμειναν.. Όγκος στο κεφάλι ΘΑ ΜΑΣ ΛΕΙΨΕΙΣ lt 3"
Follow me on Instagram. chris cz,1,Ακολούθα με στο ινσταγκραμ. chris cz
how is this shit still relevant,0,πώς είναι ακόμα επίκαιρο αυτό το σκατά
LOL this shit never gets old,0,LOL αυτό το σκατά δεν παλιώνει ποτέ
What Can i say....This Song He Just Change The World Completely... So good job PSY... and your girls are awesome,0,Τι μπορώ να πω...Αυτό το τραγούδι He Just Change The World Completely... Μπράβο PSY... και τα κορίτσια σου είναι φοβερά
On 0 02 you can see the camera man on his glasses....,0,Στο 0 02 μπορείτε να δείτε τον κάμεραμαν στα γυαλιά του....
this comment is wrong,0,αυτό το σχόλιο είναι λάθος
i hate this music. fucking singer and every koean chainise ana US sucks me dick.,0,μισώ αυτή τη μουσική. γαμημένος τραγουδιστής και κάθε Κορεάτης Κινέζος και ΗΠΑ με ρουφάει.
2 05. Hahahahah,0,2 05. Χαχαχαχαχ
Can we reach 3 billion views by December 2014,0,Μπορούμε να φτάσουμε τα 3 δισεκατομμύρια προβολές μέχρι τον Δεκέμβριο του 2014
"Dumb Guy Why is there 2 billion views when there are 7 million people on earth Also, I know what 1 1 equals 1 1 1 I am a smartie pants",0,"Dumb Guy Γιατί υπάρχουν 2 δισεκατομμύρια προβολές όταν υπάρχουν 7 εκατομμύρια άνθρωποι στη γη Επίσης, ξέρω τι ισούται με 1 1 1 Είμαι παντελόνι smartie"
"People Who Say That This Song Is Too Old Now, There is No Point Of Listening To It Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old Too But You Still Listen To Her Right ....",0,"Οι άνθρωποι που λένε ότι αυτό το τραγούδι είναι πολύ παλιό τώρα, δεν έχει νόημα να το ακούς είναι χάλια. Απλά Stfu Και Απολαύστε τη Μουσική. Λοιπόν, η μαμά σου είναι πολύ μεγάλη, αλλά εσύ ακόμα την ακούς σωστά…."
