Category,Message,gtrans_el
0,I'm home.,Είμαι σπίτι.
0,"Dear, will call Tmorrow.pls accomodate.","Αγαπητέ, θα καλέσετε το Tomorrow. παρακαλώ φιλοξενήστε."
0,First answer my question.,Απάντησε πρώτα στην ερώτησή μου.
1,Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country the Algarve is in Txt ansr to 82277. 1.50 SP Tyrone,"Sunshine Quiz Wkly Q Κερδίστε ένα κορυφαίο DVD player της Sony αν γνωρίζετε ποια χώρα είναι το Algarve στο Txt ansr στο 82277. 1,50 SP Tyrone"
1,Want 2 get laid tonight Want real Dogging locations sent direct 2 ur mob Join the UK's largest Dogging Network bt Txting GRAVEL to 69888 Nt. ec2a. 31p.msg 150p,Θέλετε 2 να τακτοποιήσετε απόψε Θέλετε πραγματικές τοποθεσίες Dogging που αποστέλλονται απευθείας 2 ur mob Γίνετε μέλος στο μεγαλύτερο δίκτυο Dogging του Ηνωμένου Βασιλείου bt Txting GRAVEL στο 69888 Nt. ec2a. 31 μ.μ. 150 σελ
0,I only haf msn. It's yijue hotmail.com,Έχω μόνο msn. Είναι το yijue hotmail.com
0,He is there. You call and meet him,Είναι εκεί. Παίρνεις τηλέφωνο και τον συναντάς
0,No no. I will check all rooms befor activities,Οχι όχι. Θα ελέγξω όλα τα δωμάτια για δραστηριότητες
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to 69988 If u get nothing u must Age Verify with yr network try again,"Δεν θα rcv άλλα μηνύματα από το chat svc. Για ΔΩΡΕΑΝ υπηρεσίες Hardcore, στείλτε μήνυμα GO στο 69988 Αν δεν λάβετε τίποτα, πρέπει να κάνετε επαλήθευση ηλικίας με το δίκτυο yr δοκιμάστε ξανά"
0,Got c... I lazy to type... I forgot in lect... I saw a pouch but like not v nice...,Πήρα γ... Τεμπέλησα να πληκτρολογήσω... ξέχασα στο lect... Είδα ένα πουγκί αλλά σαν να μην είναι ωραίο...
0,"K, text me when you're on the way","Κ, μου στείλε μήνυμα όταν είσαι καθ' οδόν"
0,"Sir, Waiting for your mail.","Κύριε, Περιμένω την αλληλογραφία σας."
0,A swt thought Nver get tired of doing little things 4 lovable persons.. Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8,Μια γλυκιά σκέψη Μην κουραστείτε ποτέ να κάνετε μικρά πράγματα 4 αξιαγάπητα άτομα.. Γιατί αυτά τα μικρά πράγματα μερικές φορές καταλαμβάνουν το μεγαλύτερο μέρος στην καρδιά τους.. Gud ni8
0,I know you are. Can you pls open the back,Ξέρω ότι είσαι. Μπορείτε παρακαλώ να ανοίξετε το πίσω μέρος
0,Yes see ya not on the dot,"Ναι, δεν το βλέπω στην τελεία"
0,Whats the staff name who is taking class for us,Ποιο είναι το όνομα του προσωπικού που παρακολουθεί το μάθημα για εμάς
1,"FreeMsg Why haven't you replied to my text I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","FreeMsg Γιατί δεν απαντήσατε στο κείμενό μου Είμαι ο Ράντυ, σέξι, γυναίκα και ζωντανή τοπική. Θέλω να ακούσω από εσάς. Netcollex Ltd 08700621170150p ανά απάντηση μηνύματος Διακοπή έως τέλος"
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,"Η Ummma.θα καλέσει μετά το check-in.η ζωή μας θα ξεκινήσει από το Κατάρ, γι' αυτό, παρακαλώ, προσευχηθείτε πολύ σκληρά."
0,K..i deleted my contact that why,Κ.. διέγραψα την επαφή μου γι' αυτό
0,Sindu got job in birla soft ..,Ο Sindhu έπιασε δουλειά στη birlasoft..
0,The wine is flowing and i'm i have nevering..,Το κρασί ρέει και εγώ δεν έχω ποτέ..
0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,"Ναι, νομίζω ότι το σινεμά είναι καλύτερο γιατί δεν χρειάζεται 2 να κατέβουν 2 στην πλατεία mah."
0,Ok... Ur typical reply...,Εντάξει... Τυπική απάντηση...
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Είσαι παντού βρωμιά, στο πάτωμα, στα παράθυρα, ακόμα και στο πουκάμισό μου. Και μερικές φορές όταν ανοίγω το στόμα μου, είσαι το μόνο που ρέει έξω. Ονειρεύομαι τον κόσμο μου χωρίς εσένα, τότε και οι μισές δουλειές μου είναι έξω. Μια περίοδος χαράς για μένα, θα δω πολλές τηλεοπτικές εκπομπές. Αλλά υποθέτω ότι όπως όλα τα πράγματα απλά πρέπει να υπάρχεις, όπως η βροχή, το χαλάζι και η ομίχλη, και όταν τελειώσει ο χρόνος μου εδώ, εσύ κι εγώ γινόμαστε ένα."
0,Aaooooright are you at work,Αααααααα είσαι στη δουλειά
0,I'm leaving my house now...,Φεύγω από το σπίτι μου τώρα...
0,"Hello, my love. What are you doing Did you get to that interview today Are you you happy Are you being a good boy Do you think of me Are you missing me",Γεια σου αγάπη μου. Τι κάνεις Φτάσατε σε εκείνη τη συνέντευξη σήμερα Είσαι χαρούμενος Είσαι καλό παιδί Με σκέφτεσαι; Σου λείπω
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Ανακοίνωση εξυπηρέτησης πελατών. Σας περιμένει μια πρωτοχρονιάτικη παράδοση. Καλέστε τώρα στο 07046744435 για να κανονίσετε την παράδοση
1,You are a winner U have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,Είστε νικητής. Έχετε επιλεγεί ειδικά 2 λαμβάνετε 1000 μετρητά ή 4 πτήσεις διακοπών συμπεριλαμβανομένων μιλήστε σε ζωντανό χειριστή 2 αξίωση 0871277810810
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,Κράτα τον εαυτό σου ασφαλή για μένα γιατί σε χρειάζομαι και μου λείπεις ήδη και ζηλεύω όλους όσους σε βλέπουν στην πραγματική ζωή
0,New car and house for my parents. i have only new job in hand,Καινούργιο αυτοκίνητο και σπίτι για τους γονείς μου. έχω μόνο νέα δουλειά στα χέρια μου
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,Είμαι τόσο ερωτευμένος μαζί σου. Είμαι ενθουσιασμένος κάθε μέρα που περνάω μαζί σου. Με κάνεις τόσο χαρούμενο.
1,PLS STOP bootydelious 32 F is inviting you to be her friend. Reply YES 434 or NO 434 See her www.SMS.ac u bootydelious STOP Send STOP FRND to 62468,Η PLS STOP bootydelious 32 F σας προσκαλεί να γίνετε φίλος της. Απάντηση ΝΑΙ 434 ή ΟΧΙ 434 Δείτε την www.SMS.ac u bootydelious STOP Στείλτε STOP FRND στο 62468
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet service menu","Η παραγγελία του BangBabes Ur είναι καθ' οδόν. ΠΡΕΠΕΙ να λάβετε ένα μήνυμα υπηρεσίας 2 λήψης περιεχομένου UR. Εάν δεν το κάνετε, GoTo wap. bangb. Μενού υπηρεσιών διαδικτύου για κινητά την τηλεόραση στο UR"
0,I place all ur points on e cultures module already.,Τοποθετώ ήδη όλα τα σημεία σας στην ενότητα e Cultures.
1,URGENT We are trying to contact you. Last weekends draw shows that you have won a 900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,ΕΠΕΙΓΟΝ Προσπαθούμε να επικοινωνήσουμε μαζί σας. Η κλήρωση των τελευταίων Σαββατοκύριακων δείχνει ότι έχετε κερδίσει ένα έπαθλο 900 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09061701939. Κωδικός αξίωσης S89. Ισχύει μόνο για 12 ώρες
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's","Γεια σου φίλε, ποιος είναι ο καλύτερος τρόπος για να αποφύγουμε την παρεξήγηση με την αγαπημένη μας"
0,Great escape. I fancy the bridge but needs her lager. See you tomo,"Μεγάλη απόδραση. Λατρεύω τη γέφυρα, αλλά χρειάζομαι τη γέφυρα της. Τα λέμε τόμο"
0,Yes it completely in out of form clark also utter waste.,"Ναι, είναι εντελώς εκτός μορφής clark επίσης απόβλητα."
0,"Sir, I need AXIS BANK account no and bank address.","Κύριε, χρειάζομαι αριθμό λογαριασμού AXIS BANK και διεύθυνση τράπεζας."
0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","Χμμμ.. Σίγουρα έχω χρόνο να πηδήξω... Ναι, μπορώ να πάω 4 δωρεάν και... Καλέστε σας για να συζητήσετε για το θέμα..."
0,What time you coming down later,Τι ώρα θα κατέβεις αργότερα
0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...","Αιματηρή κόλαση, δεν μπορώ να πιστέψω ότι ξέχασες το επώνυμό μου Mr. Θα σας δώσω μια ιδέα, είναι ισπανικά και ξεκινά με μ..."
0,"Well, i'm gonna finish my bath now. Have a good...fine night.","Λοιπόν, θα τελειώσω το μπάνιο μου τώρα. Καλό...καλό βράδυ."
0,Let me know when you've got the money so carlos can make the call,"Ενημερώστε με όταν έχετε τα χρήματα, ώστε ο Κάρλος να κάνει την κλήση"
